chr,source,transcript,start,end,strand,gene
5,EVM,gene,45608171,45633126,+,TOC.5T.00608
5,.,gene,45634367,45654696,+,TOC.5T.00609
5,.,gene,45703188,45732771,+,TOC.5T.00610
5,.,gene,45733890,45764461,+,TOC.5T.00611
5,.,gene,45765980,45769755,+,TOC.5T.00612
5,EVM,gene,45775749,45795923,+,TOC.5T.00613
5,.,gene,45803285,45856598,+,TOC.5T.00614
5,.,gene,45901655,45906485,-,TOC.5T.00615
5,.,gene,45942388,45964412,-,TOC.5T.00616
5,.,gene,45966665,45975879,+,TOC.5T.00617
5,EVM,gene,45978944,45995076,-,TOC.5T.00618
5,.,gene,45995323,45997353,+,TOC.5T.00619
5,EVM,gene,46003440,46011775,-,TOC.5T.00620
5,.,gene,46021389,46027469,-,TOC.5T.00621
5,EVM,gene,46030546,46037202,-,TOC.5T.00622
5,EVM,gene,46037347,46046768,-,TOC.5T.00623
5,.,gene,46049471,46059125,-,TOC.5T.00624
5,EVM,gene,46062663,46065436,-,TOC.5T.00625
5,.,gene,46065541,46093121,-,TOC.5T.00626
5,EVM,gene,46119887,46128364,+,TOC.5T.00627
5,EVM,gene,46495531,46495887,-,TOC.5T.00628
5,.,gene,46519658,46525090,+,TOC.5T.00629
5,.,gene,46527110,46529976,+,TOC.5T.00630
5,.,gene,46532330,46542224,+,TOC.5T.00631
5,EVM,gene,46779913,46792246,-,TOC.5T.00632
5,EVM,gene,46797813,46797969,-,TOC.5T.00633
5,.,gene,47925101,47928691,-,TOC.5T.00634
5,EVM,gene,48986202,48986397,-,TOC.5T.00635
5,.,gene,49493696,49664512,-,TOC.5T.00636
5,.,gene,49799707,49808223,-,TOC.5T.00637
5,EVM,gene,49848499,49868340,+,TOC.5T.00638
5,.,gene,49869579,49897341,+,TOC.5T.00639
5,.,gene,49964748,50084063,-,TOC.5T.00640
5,.,gene,49989839,50030496,+,TOC.5T.00641
5,EVM,gene,50043592,50059743,+,TOC.5T.00642
5,EVM,gene,50062601,50086159,+,TOC.5T.00643
5,.,gene,50089710,50103096,-,TOC.5T.00644
5,.,gene,50135767,50154931,-,TOC.5T.00645
5,.,gene,50175360,50211439,-,TOC.5T.00646
5,.,gene,50233868,50238424,+,TOC.5T.00647
5,.,gene,50238509,50277943,-,TOC.5T.00648
5,.,gene,50278126,50287468,+,TOC.5T.00649
5,EVM,gene,50306792,50307091,-,TOC.5T.00650
5,EVM,gene,50309803,50310279,-,TOC.5T.00651
5,EVM,gene,50315399,50338747,-,TOC.5T.00652
5,.,gene,50345613,50372681,+,TOC.5T.00653
5,.,gene,50384922,50451027,-,TOC.5T.00654
5,.,gene,50475320,50616027,-,TOC.5T.00655
5,EVM,gene,50733573,50742054,+,TOC.5T.00656
5,EVM,gene,50764439,50797620,+,TOC.5T.00657
5,EVM,gene,50849866,50860270,+,TOC.5T.00658
5,EVM,gene,50914268,51024846,+,TOC.5T.00659
5,EVM,gene,51127502,51135400,+,TOC.5T.00660
5,.,gene,51182170,51253133,+,TOC.5T.00661
5,EVM,gene,51299344,51333674,+,TOC.5T.00662
5,.,gene,51449549,51467018,+,TOC.5T.00663
5,.,gene,51503101,51517923,-,TOC.5T.00664
5,.,gene,51549884,51553173,-,TOC.5T.00665
5,.,gene,51568752,51574372,+,TOC.5T.00666
5,.,gene,51576620,51579285,+,TOC.5T.00667
5,.,gene,51579350,51580954,-,TOC.5T.00668
5,EVM,gene,51622592,51623131,-,TOC.5T.00669
5,EVM,gene,51645125,51645448,+,TOC.5T.00670
5,EVM,gene,51645745,51646137,-,TOC.5T.00671
5,EVM,gene,51653977,51654507,-,TOC.5T.00672
5,EVM,gene,51656004,51656342,-,TOC.5T.00673
5,EVM,gene,51671280,51671648,+,TOC.5T.00674
5,EVM,gene,51674073,51674507,-,TOC.5T.00675
5,EVM,gene,51675431,51675736,+,TOC.5T.00676
5,EVM,gene,51680970,51681587,+,TOC.5T.00677
5,EVM,gene,51681775,51682074,-,TOC.5T.00678
5,.,gene,51945350,51947191,-,TOC.5T.00679
5,.,gene,51993979,52002326,-,TOC.5T.00680
5,.,gene,52004029,52028420,+,TOC.5T.00681
5,.,gene,52036355,52039505,-,TOC.5T.00682
5,.,gene,52039808,52041146,-,TOC.5T.00683
5,.,gene,52041110,52085454,+,TOC.5T.00684
5,EVM,gene,52075075,52152245,-,TOC.5T.00685
5,EVM,gene,52166377,52166637,+,TOC.5T.00686
5,EVM,gene,52245797,52246171,-,TOC.5T.00687
5,.,gene,52252431,52266893,-,TOC.5T.00688
5,EVM,gene,52286153,52287046,-,TOC.5T.00689
5,.,gene,52294493,52300794,-,TOC.5T.00690
5,EVM,gene,52302609,52303178,-,TOC.5T.00691
5,.,gene,52306633,52332035,-,TOC.5T.00692
5,.,gene,52391917,52468671,+,TOC.5T.00693
5,.,gene,52480178,52481975,+,TOC.5T.00694
5,EVM,gene,52483000,52914153,+,TOC.5T.00695
5,EVM,gene,53035115,53054531,+,TOC.5T.00696
5,EVM,gene,53083423,53105164,+,TOC.5T.00697
5,.,gene,53120540,53145017,+,TOC.5T.00698
5,.,gene,53189081,53209997,+,TOC.5T.00699
5,.,gene,53217342,53229558,+,TOC.5T.00700
5,.,gene,53262272,53300377,+,TOC.5T.00701
5,.,gene,53300866,53303497,-,TOC.5T.00702
5,.,gene,53303579,53328003,+,TOC.5T.00703
5,.,gene,53334851,53337614,-,TOC.5T.00704
5,.,gene,53414171,53423360,+,TOC.5T.00705
5,.,gene,53568398,53628517,+,TOC.5T.00706
5,.,gene,53642569,53670492,+,TOC.5T.00707
5,.,gene,53674366,53685651,+,TOC.5T.00708
5,.,gene,53687924,53692889,-,TOC.5T.00709
5,.,gene,53692901,53873729,+,TOC.5T.00710
5,EVM,gene,53879959,53880273,-,TOC.5T.00711
5,EVM,gene,53880310,53898303,-,TOC.5T.00712
5,EVM,gene,53898613,54141398,+,TOC.5T.00713
5,.,gene,54235111,54265138,+,TOC.5T.00714
5,.,gene,54265924,54278100,-,TOC.5T.00715
5,EVM,gene,54266120,54267205,+,TOC.5T.00716
5,EVM,gene,54274935,54275726,+,TOC.5T.00717
5,.,gene,54289203,54307065,+,TOC.5T.00718
5,.,gene,54351724,54386397,-,TOC.5T.00719
5,.,gene,54393746,54419721,-,TOC.5T.00720
5,.,gene,54431643,54438449,-,TOC.5T.00721
5,.,gene,54564267,54584676,-,TOC.5T.00722
5,EVM,gene,54683186,54683572,+,TOC.5T.00723
5,EVM,gene,54704581,54704940,+,TOC.5T.00724
5,EVM,gene,54859745,54860107,+,TOC.5T.00725
5,.,gene,55424940,55426018,+,TOC.5T.00726
5,.,gene,55428367,55447211,-,TOC.5T.00727
5,.,gene,55446749,55472195,+,TOC.5T.00728
5,EVM,gene,55472087,55473040,-,TOC.5T.00729
5,.,gene,55473249,55504980,+,TOC.5T.00730
5,EVM,gene,55516554,55516859,-,TOC.5T.00731
5,EVM,gene,55518311,55560774,-,TOC.5T.00732
5,EVM,gene,55563873,55565972,-,TOC.5T.00733
5,EVM,gene,55568253,55570018,-,TOC.5T.00734
5,EVM,gene,55576798,55578127,-,TOC.5T.00735
5,.,gene,55583315,55597057,-,TOC.5T.00736
5,EVM,gene,55598219,55624337,-,TOC.5T.00737
5,EVM,gene,55625169,55625540,-,TOC.5T.00738
5,EVM,gene,55626260,55693960,-,TOC.5T.00739
5,EVM,gene,55700730,55920361,-,TOC.5T.00740
5,EVM,gene,55964538,55965062,-,TOC.5T.00741
5,EVM,gene,56153450,56298776,-,TOC.5T.00742
5,.,gene,56328075,56329129,-,TOC.5T.00743
5,EVM,gene,56349823,56355119,+,TOC.5T.00744
5,EVM,gene,56361101,56364000,+,TOC.5T.00745
5,.,gene,56439537,56545876,-,TOC.5T.00746
5,EVM,gene,56670672,56671103,-,TOC.5T.00747
5,EVM,gene,57183260,57188319,-,TOC.5T.00748
5,EVM,gene,57188853,57189818,-,TOC.5T.00749
5,.,gene,57211882,57220250,+,TOC.5T.00750
5,EVM,gene,57370859,57482966,-,TOC.5T.00751
5,EVM,gene,57494220,57527098,-,TOC.5T.00752
5,.,gene,57527654,57531268,+,TOC.5T.00753
5,.,gene,57531354,57658675,-,TOC.5T.00754
5,.,gene,57658872,57662348,+,TOC.5T.00755
5,.,gene,57668915,57887506,-,TOC.5T.00756
5,EVM,gene,58118941,58119267,+,TOC.5T.00757
5,EVM,gene,58239329,58239835,-,TOC.5T.00758
5,.,gene,58381341,58402043,-,TOC.5T.00759
5,EVM,gene,58592892,58786339,-,TOC.5T.00760
5,.,gene,58786640,58839628,-,TOC.5T.00761
5,.,gene,58840029,58844816,+,TOC.5T.00762
5,EVM,gene,58893174,58894531,-,TOC.5T.00763
5,.,gene,59394911,59424358,+,TOC.5T.00764
5,.,gene,59439842,59452762,+,TOC.5T.00765
5,.,gene,59477770,59492074,+,TOC.5T.00766
5,.,gene,59499798,59503623,+,TOC.5T.00767
5,.,gene,59506724,59522984,+,TOC.5T.00768
5,EVM,gene,59513319,59513645,+,TOC.5T.00769
5,.,gene,59522267,59565958,-,TOC.5T.00770
5,.,gene,59580941,59635841,+,TOC.5T.00771
5,.,gene,59616072,59637734,-,TOC.5T.00772
5,EVM,gene,59637902,59696472,+,TOC.5T.00773
5,EVM,gene,59698746,59699057,+,TOC.5T.00774
5,.,gene,59717355,59748155,+,TOC.5T.00775
5,EVM,gene,59757434,59757832,-,TOC.5T.00776
5,EVM,gene,59757973,59758150,-,TOC.5T.00777
5,EVM,gene,60018875,60025913,-,TOC.5T.00778
5,EVM,gene,60029580,60039806,-,TOC.5T.00779
5,.,gene,60062585,60087130,+,TOC.5T.00780
5,.,gene,60096255,60145222,+,TOC.5T.00781
5,.,gene,60154576,60191170,+,TOC.5T.00782
5,.,gene,60208264,60217122,-,TOC.5T.00783
5,EVM,gene,60212212,60212598,+,TOC.5T.00784
5,EVM,gene,60212716,60213510,+,TOC.5T.00785
5,.,gene,60232193,60358906,+,TOC.5T.00786
5,EVM,gene,60507214,60509787,+,TOC.5T.00787
5,EVM,gene,60513688,60513996,+,TOC.5T.00788
5,.,gene,60588721,60591069,-,TOC.5T.00789
5,EVM,gene,60592226,60605115,-,TOC.5T.00790
5,EVM,gene,60609956,60610255,-,TOC.5T.00791
5,.,gene,60614938,60815311,-,TOC.5T.00792
5,EVM,gene,60964789,60965097,-,TOC.5T.00793
5,EVM,gene,60965633,60969647,-,TOC.5T.00794
5,EVM,gene,60970146,60971177,-,TOC.5T.00795
5,EVM,gene,60971965,60972921,+,TOC.5T.00796
5,EVM,gene,60974653,61004240,-,TOC.5T.00797
5,.,gene,61043982,61065264,-,TOC.5T.00798
5,.,gene,61258313,61273430,+,TOC.5T.00799
5,.,gene,61274732,61276501,-,TOC.5T.00800
5,EVM,gene,61276684,61277328,-,TOC.5T.00801
5,EVM,gene,61278138,61278458,-,TOC.5T.00802
5,EVM,gene,61278630,61279487,+,TOC.5T.00803
5,.,gene,61279672,61281728,-,TOC.5T.00804
5,EVM,gene,61282423,61283067,-,TOC.5T.00805
5,.,gene,61284233,61288004,-,TOC.5T.00806
5,EVM,gene,61284369,61285750,+,TOC.5T.00807
5,.,gene,61291989,61293449,-,TOC.5T.00808
5,.,gene,61325009,61359694,+,TOC.5T.00809
5,.,gene,61359896,61366990,+,TOC.5T.00810
5,EVM,gene,61369905,61483953,+,TOC.5T.00811
5,EVM,gene,61489491,61650641,+,TOC.5T.00812
5,.,gene,61663736,61680904,-,TOC.5T.00813
5,.,gene,61706186,61733675,-,TOC.5T.00814
5,.,gene,61758145,61786660,+,TOC.5T.00815
5,.,gene,61786438,61793178,-,TOC.5T.00816
5,.,gene,61799424,61848125,+,TOC.5T.00817
5,.,gene,61951366,62005949,+,TOC.5T.00818
5,EVM,gene,62015246,62015916,-,TOC.5T.00819
5,EVM,gene,62016594,62017535,-,TOC.5T.00820
5,.,gene,62026418,62028742,-,TOC.5T.00821
5,EVM,gene,62036225,62036620,-,TOC.5T.00822
5,EVM,gene,62045182,62060374,-,TOC.5T.00823
5,.,gene,62074475,62079848,+,TOC.5T.00824
5,EVM,gene,62083649,62084071,+,TOC.5T.00825
5,EVM,gene,62090615,62090932,+,TOC.5T.00826
5,EVM,gene,62207672,62208378,+,TOC.5T.00827
5,EVM,gene,62614345,62618675,-,TOC.5T.00828
5,EVM,gene,63107865,63108257,+,TOC.5T.00829
5,.,gene,63730168,63735923,-,TOC.5T.00830
5,.,gene,63777475,63778932,-,TOC.5T.00831
5,.,gene,63980670,63982622,-,TOC.5T.00832
5,.,gene,64075226,64096322,-,TOC.5T.00833
5,.,gene,64125120,64149074,-,TOC.5T.00834
5,.,gene,64155726,64181867,-,TOC.5T.00835
5,.,gene,64217974,64233293,-,TOC.5T.00836
5,.,gene,64274578,64280933,+,TOC.5T.00837
5,EVM,gene,64285709,64296216,+,TOC.5T.00838
5,EVM,gene,64297392,64297787,-,TOC.5T.00839
5,.,gene,64389941,64398871,-,TOC.5T.00840
5,.,gene,64405343,64407779,+,TOC.5T.00841
5,.,gene,64422812,64436645,-,TOC.5T.00842
5,.,gene,64438055,64450604,-,TOC.5T.00843
5,.,gene,64452391,64458412,-,TOC.5T.00844
5,.,gene,64465417,64541559,-,TOC.5T.00845
5,EVM,gene,64649791,64650162,-,TOC.5T.00846
5,EVM,gene,64655247,64655597,+,TOC.5T.00847
5,EVM,gene,64667462,64667827,-,TOC.5T.00848
5,.,gene,64732736,64748255,+,TOC.5T.00849
5,.,gene,64738802,64745757,-,TOC.5T.00850
5,.,gene,64770209,64772545,+,TOC.5T.00851
5,.,gene,64832548,64848067,-,TOC.5T.00852
5,.,gene,64912953,64980395,+,TOC.5T.00853
5,.,gene,64987869,65001980,+,TOC.5T.00854
5,EVM,gene,65031803,65041473,+,TOC.5T.00855
5,EVM,gene,65042363,65042662,+,TOC.5T.00856
5,.,gene,65049945,65060952,+,TOC.5T.00857
5,EVM,gene,65062910,65063533,+,TOC.5T.00858
5,EVM,gene,65063691,65086081,+,TOC.5T.00859
5,EVM,gene,65103348,65103650,-,TOC.5T.00860
5,.,gene,65115446,65137079,-,TOC.5T.00861
5,EVM,gene,65151848,65152168,-,TOC.5T.00862
5,EVM,gene,65152858,65153235,-,TOC.5T.00863
5,EVM,gene,65158944,65584919,-,TOC.5T.00864
5,.,gene,65699682,65730468,+,TOC.5T.00865
5,.,gene,65731517,65766844,-,TOC.5T.00866
5,EVM,gene,65772264,65772575,-,TOC.5T.00867
5,.,gene,65774158,65781997,-,TOC.5T.00868
5,.,gene,65788408,65794368,-,TOC.5T.00869
5,.,gene,65800611,65809795,-,TOC.5T.00870
5,.,gene,65815695,65828638,+,TOC.5T.00871
5,EVM,gene,65886147,65897608,-,TOC.5T.00872
5,EVM,gene,65903569,65916953,-,TOC.5T.00873
5,.,gene,65920937,65931182,+,TOC.5T.00874
5,EVM,gene,65928654,65929004,-,TOC.5T.00875
5,EVM,gene,65931033,65956785,-,TOC.5T.00876
5,.,gene,65957665,65985869,+,TOC.5T.00877
5,EVM,gene,66087912,66215905,+,TOC.5T.00878
5,.,gene,66227670,66229185,-,TOC.5T.00879
5,.,gene,66254907,66359498,+,TOC.5T.00880
5,.,gene,66367347,66394279,-,TOC.5T.00881
5,.,gene,66394321,66411114,+,TOC.5T.00882
5,.,gene,66417313,66423159,+,TOC.5T.00883
5,.,gene,66430349,66464245,+,TOC.5T.00884
5,.,gene,66473639,66515915,-,TOC.5T.00885
5,.,gene,66515910,66517637,+,TOC.5T.00886
5,.,gene,66528476,66563472,-,TOC.5T.00887
5,.,gene,66564082,66574763,+,TOC.5T.00888
5,EVM,gene,66575582,66880591,-,TOC.5T.00889
5,.,gene,66887524,66922209,-,TOC.5T.00890
5,.,gene,66922411,66926387,+,TOC.5T.00891
5,.,gene,66923738,66936082,-,TOC.5T.00892
5,.,gene,66936215,66943604,+,TOC.5T.00893
5,EVM,gene,66952612,66982025,+,TOC.5T.00894
5,EVM,gene,66985083,66985409,+,TOC.5T.00895
5,EVM,gene,66993167,67404225,-,TOC.5T.00896
5,.,gene,67458120,67469081,-,TOC.5T.00897
5,EVM,gene,67534939,67535541,+,TOC.5T.00898
5,.,gene,67572560,67610422,-,TOC.5T.00899
5,.,gene,67577837,67626785,+,TOC.5T.00900
5,EVM,gene,67627699,67628250,-,TOC.5T.00901
5,EVM,gene,67628632,67636193,-,TOC.5T.00902
5,EVM,gene,67636441,67648303,+,TOC.5T.00903
5,.,gene,67659638,67664661,+,TOC.5T.00904
5,.,gene,67668506,67672465,+,TOC.5T.00905
5,.,gene,67687649,67702336,+,TOC.5T.00906
5,.,gene,67709776,67722113,-,TOC.5T.00907
5,.,gene,67732651,67734161,-,TOC.5T.00908
5,.,gene,67744635,67794627,-,TOC.5T.00909
5,.,gene,67794712,67815035,+,TOC.5T.00910
5,EVM,gene,67820841,67835870,+,TOC.5T.00911
5,.,gene,67832842,67856637,-,TOC.5T.00912
5,EVM,gene,67857314,67861157,+,TOC.5T.00913
5,.,gene,67868786,67870924,-,TOC.5T.00914
5,.,gene,67871096,67957642,+,TOC.5T.00915
5,EVM,gene,67958523,67958822,+,TOC.5T.00916
5,.,gene,67984575,67996735,-,TOC.5T.00917
5,EVM,gene,68023905,68025471,-,TOC.5T.00918
5,EVM,gene,68029040,68029218,-,TOC.5T.00919
5,.,gene,68054819,68064383,-,TOC.5T.00920
5,.,gene,68065397,68066531,-,TOC.5T.00921
5,EVM,gene,68066601,68081262,-,TOC.5T.00922
5,EVM,gene,68170500,68171558,+,TOC.5T.00923
5,EVM,gene,68171830,68172336,-,TOC.5T.00924
5,EVM,gene,68176127,68176480,-,TOC.5T.00925
5,.,gene,68322107,68367014,-,TOC.5T.00926
5,.,gene,69253481,69256239,-,TOC.5T.00927
5,EVM,gene,69524761,69525633,+,TOC.5T.00928
5,EVM,gene,69771005,69794200,+,TOC.5T.00929
5,.,gene,69925106,69983177,-,TOC.5T.00930
5,.,gene,69986150,69990067,-,TOC.5T.00931
5,.,gene,69995649,70003956,-,TOC.5T.00932
5,.,gene,70035464,70066554,-,TOC.5T.00933
5,EVM,gene,70040870,70041385,-,TOC.5T.00934
5,.,gene,70148080,70153688,-,TOC.5T.00935
5,EVM,gene,70212516,70214630,+,TOC.5T.00936
5,EVM,gene,70217003,70217329,+,TOC.5T.00937
5,.,gene,70234637,70247687,-,TOC.5T.00938
5,.,gene,70255291,70260220,-,TOC.5T.00939
5,.,gene,70260355,70302746,+,TOC.5T.00940
5,.,gene,70312098,70323845,+,TOC.5T.00941
5,.,gene,70338986,70342389,-,TOC.5T.00942
5,EVM,gene,70803781,70804293,+,TOC.5T.00943
5,EVM,gene,71008788,71016119,+,TOC.5T.00944
5,.,gene,71066531,71070240,-,TOC.5T.00945
5,.,gene,71089473,71094180,-,TOC.5T.00946
5,EVM,gene,71097277,71104652,-,TOC.5T.00947
5,.,gene,71199800,71221123,+,TOC.5T.00948
5,EVM,gene,71311381,71316274,+,TOC.5T.00949
5,.,gene,71345326,71354909,+,TOC.5T.00950
5,EVM,gene,71414432,71415619,-,TOC.5T.00951
5,EVM,gene,71419329,71419751,-,TOC.5T.00952
5,EVM,gene,71444852,71456649,-,TOC.5T.00953
5,EVM,gene,71493973,71497008,-,TOC.5T.00954
5,EVM,gene,71553245,71553664,+,TOC.5T.00955
5,EVM,gene,71596719,71601770,-,TOC.5T.00956
5,EVM,gene,72328770,72505287,+,TOC.5T.00957
5,EVM,gene,72565477,72565800,-,TOC.5T.00958
5,EVM,gene,72693831,72694817,-,TOC.5T.00959
5,.,gene,72803402,72815268,-,TOC.5T.00960
5,.,gene,72842337,72848435,-,TOC.5T.00961
5,.,gene,72910471,72917832,-,TOC.5T.00962
5,EVM,gene,73113661,73120441,+,TOC.5T.00963
5,.,gene,73285212,73300988,-,TOC.5T.00964
5,EVM,gene,73307272,73319162,-,TOC.5T.00965
5,.,gene,73325653,73336998,-,TOC.5T.00966
5,EVM,gene,73345299,73353942,-,TOC.5T.00967
5,.,gene,73436058,73494571,-,TOC.5T.00968
5,EVM,gene,73500787,73507579,+,TOC.5T.00969
5,EVM,gene,73516525,73516714,+,TOC.5T.00970
5,.,gene,73540086,73554100,+,TOC.5T.00971
5,EVM,gene,73554232,73554540,+,TOC.5T.00972
5,EVM,gene,73562647,73570783,+,TOC.5T.00973
5,EVM,gene,74484469,74737558,-,TOC.5T.00974
5,EVM,gene,75051768,75052388,+,TOC.5T.00975
5,EVM,gene,75185914,75187069,-,TOC.5T.00976
5,EVM,gene,75187144,75188489,-,TOC.5T.00977
5,EVM,gene,75426559,75426930,-,TOC.5T.00978
5,.,gene,75549809,75551226,+,TOC.5T.00979
5,.,gene,75591471,75595177,-,TOC.5T.00980
5,.,gene,75810738,75818585,+,TOC.5T.00981
5,.,gene,75850300,75852880,-,TOC.5T.00982
5,.,gene,75863663,75874238,+,TOC.5T.00983
5,.,gene,75897111,75972553,+,TOC.5T.00984
5,.,gene,75985043,76012837,-,TOC.5T.00985
5,.,gene,75986575,76046937,+,TOC.5T.00986
5,EVM,gene,76048437,76048772,+,TOC.5T.00987
5,.,gene,76049964,76084502,-,TOC.5T.00988
5,.,gene,76081787,76090814,+,TOC.5T.00989
5,EVM,gene,76098709,76114354,+,TOC.5T.00990
5,EVM,gene,76115488,76115928,+,TOC.5T.00991
5,.,gene,76186653,76195131,+,TOC.5T.00992
5,EVM,gene,76203969,76209739,+,TOC.5T.00993
5,EVM,gene,76212891,76213271,+,TOC.5T.00994
5,EVM,gene,76213710,76216232,+,TOC.5T.00995
5,.,gene,76218654,76224140,+,TOC.5T.00996
5,.,gene,76240512,76263115,-,TOC.5T.00997
5,EVM,gene,76324679,76519274,+,TOC.5T.00998
5,.,gene,76528006,76531786,-,TOC.5T.00999
5,.,gene,76531761,76542659,+,TOC.5T.01000
5,EVM,gene,76543238,76553742,-,TOC.5T.01001
5,EVM,gene,76559940,76560308,+,TOC.5T.01002
5,EVM,gene,76560849,76561331,-,TOC.5T.01003
5,EVM,gene,76571076,76583556,-,TOC.5T.01004
5,.,gene,76621614,76635827,-,TOC.5T.01005
5,EVM,gene,76803298,76827254,+,TOC.5T.01006
5,EVM,gene,76838734,76839054,-,TOC.5T.01007
5,EVM,gene,76839056,76856168,-,TOC.5T.01008
5,.,gene,76872227,76895115,-,TOC.5T.01009
5,.,gene,76894827,76899526,+,TOC.5T.01010
5,.,gene,76900321,76940235,-,TOC.5T.01011
5,.,gene,77022605,77261031,+,TOC.5T.01012
5,EVM,gene,77311838,77317093,+,TOC.5T.01013
5,.,gene,77355513,77356295,+,TOC.5T.01014
5,.,gene,77363964,77369970,+,TOC.5T.01015
5,EVM,gene,77373296,77381116,+,TOC.5T.01016
5,EVM,gene,77396904,77412033,+,TOC.5T.01017
5,.,gene,77415340,77441997,+,TOC.5T.01018
5,.,gene,77446552,77472217,+,TOC.5T.01019
5,EVM,gene,77491225,77537955,+,TOC.5T.01020
5,EVM,gene,77537991,77605732,+,TOC.5T.01021
5,EVM,gene,77606320,77606700,+,TOC.5T.01022
5,.,gene,77643924,77698071,+,TOC.5T.01023
5,.,gene,77699192,77762774,-,TOC.5T.01024
5,.,gene,77786474,77836588,+,TOC.5T.01025
5,EVM,gene,77847756,77853331,+,TOC.5T.01026
5,EVM,gene,77857341,77861990,+,TOC.5T.01027
5,EVM,gene,77874540,77884842,+,TOC.5T.01028
5,.,gene,77890648,77893339,-,TOC.5T.01029
5,.,gene,77893743,77901854,+,TOC.5T.01030
5,.,gene,78170466,78218170,+,TOC.5T.01031
5,.,gene,78225567,78236872,-,TOC.5T.01032
5,.,gene,78241160,78244017,+,TOC.5T.01033
5,.,gene,78250663,78253191,-,TOC.5T.01034
5,.,gene,78255534,78264435,+,TOC.5T.01035
5,.,gene,78421055,78425881,+,TOC.5T.01036
5,EVM,gene,78429435,78433001,-,TOC.5T.01037
5,EVM,gene,78443397,78446223,+,TOC.5T.01038
5,.,gene,78449688,78453824,+,TOC.5T.01039
5,EVM,gene,78470407,78470570,-,TOC.5T.01040
5,EVM,gene,78524168,78524437,+,TOC.5T.01041
5,.,gene,78530250,78539962,+,TOC.5T.01042
5,.,gene,78551883,78557820,+,TOC.5T.01043
5,EVM,gene,78561622,78566281,+,TOC.5T.01044
5,EVM,gene,78582535,78592825,+,TOC.5T.01045
5,EVM,gene,78593475,78593777,+,TOC.5T.01046
5,.,gene,78600481,78603187,-,TOC.5T.01047
5,.,gene,78603548,78611691,+,TOC.5T.01048
5,EVM,gene,78701662,78702537,+,TOC.5T.01049
5,.,gene,78907207,78945700,+,TOC.5T.01050
5,.,gene,78949191,78959207,-,TOC.5T.01051
5,.,gene,78963007,78966260,+,TOC.5T.01052
5,.,gene,78972865,78975954,-,TOC.5T.01053
5,.,gene,78977418,78986717,+,TOC.5T.01054
5,.,gene,79004957,79024395,+,TOC.5T.01055
5,.,gene,79084283,79085871,-,TOC.5T.01056
5,.,gene,79127455,79130259,+,TOC.5T.01057
5,EVM,gene,79135838,79139186,-,TOC.5T.01058
5,EVM,gene,79150910,79153221,+,TOC.5T.01059
5,EVM,gene,79163725,79166544,+,TOC.5T.01060
5,.,gene,79168860,79171497,+,TOC.5T.01061
5,EVM,gene,79437876,79444275,-,TOC.5T.01062
5,EVM,gene,80132408,80133196,+,TOC.5T.01063
5,.,gene,80133204,80136616,+,TOC.5T.01064
5,.,gene,80626025,80629463,-,TOC.5T.01065
5,EVM,gene,80682466,80970867,+,TOC.5T.01066
5,EVM,gene,81032611,81034035,+,TOC.5T.01067
5,.,gene,81083807,81113980,-,TOC.5T.01068
5,EVM,gene,81162551,81165997,-,TOC.5T.01069
5,.,gene,81353846,81359410,-,TOC.5T.01070
5,.,gene,81364949,81372265,-,TOC.5T.01071
5,EVM,gene,81757417,81757712,-,TOC.5T.01072
5,.,gene,82176293,82296731,+,TOC.5T.01073
5,.,gene,82304995,82369742,+,TOC.5T.01074
5,.,gene,82381385,82400839,-,TOC.5T.01075
5,.,gene,82401096,82420968,+,TOC.5T.01076
5,.,gene,82429083,82451513,-,TOC.5T.01077
5,.,gene,82458922,82476209,+,TOC.5T.01078
5,.,gene,82493220,82514887,+,TOC.5T.01079
5,.,gene,82516805,82537191,+,TOC.5T.01080
5,.,gene,82543245,82572534,+,TOC.5T.01081
5,.,gene,82581881,82607210,+,TOC.5T.01082
5,.,gene,82612697,82619937,-,TOC.5T.01083
5,.,gene,82620510,82636638,+,TOC.5T.01084
5,.,gene,82640179,82646079,-,TOC.5T.01085
5,.,gene,82644995,82884589,+,TOC.5T.01086
5,EVM,gene,82781821,82782150,+,TOC.5T.01087
5,.,gene,82885397,82886578,-,TOC.5T.01088
5,EVM,gene,82886670,83103835,+,TOC.5T.01089
5,.,gene,83111876,83129812,-,TOC.5T.01090
5,.,gene,83134122,83141262,-,TOC.5T.01091
5,.,gene,83154108,83178386,-,TOC.5T.01092
5,.,gene,83189426,83197735,-,TOC.5T.01093
5,.,gene,83206221,83219378,-,TOC.5T.01094
5,.,gene,83462174,83468422,+,TOC.5T.01095
5,.,gene,83470528,83474985,+,TOC.5T.01096
5,.,gene,83479898,83493447,+,TOC.5T.01097
5,.,gene,83533855,83536437,+,TOC.5T.01098
5,.,gene,83536619,83539225,+,TOC.5T.01099
5,EVM,gene,83549789,83726591,+,TOC.5T.01100
5,EVM,gene,83730981,83732057,-,TOC.5T.01101
5,EVM,gene,83732219,83744469,+,TOC.5T.01102
5,.,gene,83743193,83748088,-,TOC.5T.01103
5,EVM,gene,83748792,83749627,+,TOC.5T.01104
5,.,gene,83750562,83836196,+,TOC.5T.01105
5,.,gene,83842208,83850155,-,TOC.5T.01106
5,.,gene,83856918,83866760,+,TOC.5T.01107
5,.,gene,83868637,83955824,+,TOC.5T.01108
